3,1,457.46,426.00,71.66,181.98,1,-1,-1,-1
3,2,1454.37,414.52,81.07,190.24,1,-1,-1,-1
3,3,1363.00,399.00,68.24,217.02,1,-1,-1,-1
3,4,536.36,429.27,58.35,169.73,1,-1,-1,-1
3,5,661.95,410.30,81.11,198.29,1,-1,-1,-1
3,6,714.26,421.41,56.11,174.80,1,-1,-1,-1
3,7,1215.20,412.01,39.28,110.68,1,-1,-1,-1
3,8,576.38,429.29,57.71,174.32,1,-1,-1,-1
3,9,1159.55,420.02,37.48,103.20,1,-1,-1,-1
3,10,1584.67,419.23,40.18,110.55,1,-1,-1,-1
3,11,1097.51,415.94,35.97,83.40,1,-1,-1,-1
3,12,796.57,429.23,21.11,59.54,1,-1,-1,-1
3,13,1185.22,415.82,33.09,99.50,1,-1,-1,-1
3,14,619.30,418.44,54.49,166.38,1,-1,-1,-1
3,16,384.75,430.46,25.97,61.29,1,-1,-1,-1
3,18,763.72,428.59,22.50,62.42,1,-1,-1,-1
3,19,845.90,435.31,21.34,64.85,1,-1,-1,-1
4,1,451.47,424.47,72.30,183.48,1,-1,-1,-1
4,2,1452.07,418.01,79.40,186.20,1,-1,-1,-1
4,3,1359.89,399.52,69.46,220.76,1,-1,-1,-1
4,4,530.45,427.63,59.78,173.67,1,-1,-1,-1
4,5,654.54,413.15,78.56,193.25,1,-1,-1,-1
4,6,702.68,420.94,56.73,176.37,1,-1,-1,-1
4,7,1209.11,412.05,40.92,114.79,1,-1,-1,-1
4,8,568.63,426.84,59.29,178.28,1,-1,-1,-1
4,9,1153.05,420.05,38.43,106.00,1,-1,-1,-1
4,10,1580.11,420.54,39.51,108.73,1,-1,-1,-1
4,11,1093.06,416.60,36.52,84.90,1,-1,-1,-1
4,12,790.49,426.01,22.03,62.17,1,-1,-1,-1
4,13,1181.10,418.72,31.87,96.35,1,-1,-1,-1
4,14,613.97,420.97,50.05,152.72,1,-1,-1,-1
4,16,376.72,432.36,25.29,59.61,1,-1,-1,-1
4,18,756.75,428.76,22.25,61.74,1,-1,-1,-1
4,19,841.79,433.90,22.44,68.06,1,-1,-1,-1
5,1,439.87,425.45,72.43,183.23,1,-1,-1,-1
5,2,1441.31,423.58,77.78,182.69,1,-1,-1,-1
5,3,1355.31,401.04,71.37,226.37,1,-1,-1,-1
5,4,520.62,432.92,58.28,169.11,1,-1,-1,-1
5,5,646.60,416.54,79.95,196.34,1,-1,-1,-1
5,6,687.75,422.29,56.46,174.69,1,-1,-1,-1
5,7,1198.85,415.68,40.94,114.67,1,-1,-1,-1
5,8,563.33,430.46,57.17,171.52,1,-1,-1,-1
5,9,1145.57,422.96,38.97,107.64,1,-1,-1,-1
5,10,1573.44,424.69,39.77,109.59,1,-1,-1,-1
5,11,1085.12,420.46,35.53,83.16,1,-1,-1,-1
5,12,790.81,431.47,21.02,59.41,1,-1,-1,-1
5,13,1170.80,423.52,31.85,96.71,1,-1,-1,-1
5,14,603.03,423.42,55.20,167.60,1,-1,-1,-1
5,16,362.68,431.49,28.42,67.25,1,-1,-1,-1
5,18,745.26,436.98,21.87,60.63,1,-1,-1,-1
5,19,832.17,434.83,22.97,69.08,1,-1,-1,-1
5,22,812.55,431.51,19.94,60.55,1,-1,-1,-1
6,1,435.31,426.53,71.37,180.27,1,-1,-1,-1
6,2,1436.52,426.04,75.87,177.99,1,-1,-1,-1
6,3,1354.90,402.89,72.07,227.51,1,-1,-1,-1
6,4,515.90,432.60,58.86,170.35,1,-1,-1,-1
6,5,639.93,417.69,79.64,195.19,1,-1,-1,-1
6,6,684.33,428.52,54.60,169.80,1,-1,-1,-1
6,7,1194.57,418.36,40.01,111.68,1,-1,-1,-1
6,8,555.35,428.09,60.04,178.68,1,-1,-1,-1
6,9,1139.85,425.38,38.10,105.33,1,-1,-1,-1
6,10,1567.82,427.46,39.94,109.88,1,-1,-1,-1
6,11,1081.40,422.53,34.69,81.76,1,-1,-1,-1
6,12,793.76,435.68,19.38,54.72,1,-1,-1,-1
